WF0001WTG0001,KDAH.T1_L1.WTG001,WF0001
WF0001WTG0002,KDAH.T1_L1.WTG002,WF0001
WF0001WTG0003,KDAH.T1_L1.WTG003,WF0001
WF0001WTG0004,KDAH.T1_L1.WTG004,WF0001
WF0001WTG0005,KDAH.T1_L2.WTG005,WF0001
WF0001WTG0006,KDAH.T1_L2.WTG006,WF0001
WF0001WTG0007,KDAH.T1_L2.WTG007,WF0001
WF0001WTG0008,KDAH.T1_L2.WTG008,WF0001
WF0001WTG0009,KDAH.T1_L2.WTG009,WF0001
WF0001WTG0010,KDAH.T1_L2.WTG010,WF0001
WF0001WTG0011,KDAH.T1_L2.WTG011,WF0001
WF0001WTG0012,KDAH.T1_L2.WTG012,WF0001
WF0001WTG0013,KDAH.T1_L2.WTG013,WF0001
WF0001WTG0014,KDAH.T1_L3.WTG014,WF0001
WF0001WTG0015,KDAH.T1_L3.WTG015,WF0001
WF0001WTG0016,KDAH.T1_L3.WTG016,WF0001
WF0001WTG0017,KDAH.T1_L3.WTG017,WF0001
WF0001WTG0018,KDAH.T1_L3.WTG018,WF0001
WF0001WTG0019,KDAH.T1_L3.WTG019,WF0001
WF0001WTG0020,KDAH.T1_L3.WTG020,WF0001
WF0001WTG0021,KDAH.T1_L3.WTG021,WF0001
WF0001WTG0022,KDAH.T1_L3.WTG022,WF0001
WF0001WTG0023,KDAH.T1_L3.WTG023,WF0001
WF0001WTG0024,KDAH.T1_L4.WTG024,WF0001
WF0001WTG0025,KDAH.T1_L4.WTG025,WF0001
WF0001WTG0026,KDAH.T1_L4.WTG026,WF0001
WF0001WTG0027,KDAH.T1_L4.WTG027,WF0001
WF0001WTG0028,KDAH.T1_L4.WTG028,WF0001
WF0001WTG0029,KDAH.T1_L4.WTG029,WF0001
WF0001WTG0030,KDAH.T1_L4.WTG030,WF0001
WF0001WTG0031,KDAH.T1_L4.WTG031,WF0001
WF0001WTG0032,KDAH.T1_L4.WTG032,WF0001
WF0001WTG0033,KDAH.T1_L4.WTG033,WF0001
WF0002WTG0001,LSCY.T1_L1.WTG001,WF0002
WF0002WTG0002,LSCY.T1_L1.WTG002,WF0002
WF0002WTG0003,LSCY.T1_L1.WTG003,WF0002
WF0002WTG0004,LSCY.T1_L1.WTG004,WF0002
WF0002WTG0005,LSCY.T1_L1.WTG005,WF0002
WF0002WTG0006,LSCY.T1_L1.WTG006,WF0002
WF0002WTG0007,LSCY.T1_L1.WTG007,WF0002
WF0002WTG0008,LSCY.T1_L1.WTG008,WF0002
WF0002WTG0009,LSCY.T1_L2.WTG009,WF0002
WF0002WTG0010,LSCY.T1_L2.WTG010,WF0002
WF0002WTG0011,LSCY.T1_L2.WTG011,WF0002
WF0002WTG0012,LSCY.T1_L2.WTG012,WF0002
WF0002WTG0013,LSCY.T1_L2.WTG013,WF0002
WF0002WTG0014,LSCY.T1_L2.WTG014,WF0002
WF0002WTG0015,LSCY.T1_L2.WTG015,WF0002
WF0002WTG0016,LSCY.T1_L2.WTG016,WF0002
WF0002WTG0017,LSCY.T1_L2.WTG017,WF0002
WF0002WTG0018,LSCY.T1_L3.WTG018,WF0002
WF0002WTG0019,LSCY.T1_L3.WTG019,WF0002
WF0002WTG0020,LSCY.T1_L3.WTG020,WF0002
WF0002WTG0021,LSCY.T1_L3.WTG021,WF0002
WF0002WTG0022,LSCY.T1_L3.WTG022,WF0002
WF0002WTG0023,LSCY.T1_L3.WTG023,WF0002
WF0002WTG0024,LSCY.T1_L3.WTG024,WF0002
WF0002WTG0025,LSCY.T1_L4.WTG025,WF0002
WF0002WTG0026,LSCY.T1_L4.WTG026,WF0002
WF0002WTG0027,LSCY.T1_L4.WTG027,WF0002
WF0002WTG0028,LSCY.T1_L4.WTG028,WF0002
WF0002WTG0029,LSCY.T1_L4.WTG029,WF0002
WF0002WTG0030,LSCY.T1_L4.WTG030,WF0002
WF0002WTG0031,LSCY.T1_L4.WTG031,WF0002
WF0002WTG0032,LSCY.T1_L4.WTG032,WF0002
WF0002WTG0033,LSCY.T1_L4.WTG033,WF0002
WF0003WTG0001,F01.T1_L2.WTG001,WF0003
WF0003WTG0002,F01.T1_L2.WTG002,WF0003
WF0003WTG0003,F01.T1_L2.WTG003,WF0003
WF0003WTG0004,F01.T1_L2.WTG004,WF0003
WF0003WTG0005,F01.T1_L2.WTG005,WF0003
WF0003WTG0006,F01.T1_L2.WTG006,WF0003
WF0003WTG0007,F01.T1_L2.WTG007,WF0003
WF0003WTG0008,F01.T1_L2.WTG008,WF0003
WF0003WTG0009,F01.T1_L2.WTG009,WF0003
WF0003WTG0010,F01.T1_L2.WTG010,WF0003
WF0003WTG0011,F01.T1_L2.WTG011,WF0003
WF0003WTG0012,F01.T1_L2.WTG012,WF0003
WF0003WTG0013,F01.T1_L2.WTG013,WF0003
WF0003WTG0014,F01.T1_L2.WTG014,WF0003
WF0003WTG0015,F01.T1_L3.WTG015,WF0003
WF0003WTG0016,F01.T1_L3.WTG016,WF0003
WF0003WTG0017,F01.T1_L3.WTG017,WF0003
WF0003WTG0018,F01.T1_L3.WTG018,WF0003
WF0003WTG0019,F01.T1_L3.WTG019,WF0003
WF0003WTG0020,F01.T1_L3.WTG020,WF0003
WF0003WTG0021,F01.T1_L3.WTG021,WF0003
WF0003WTG0022,F01.T1_L3.WTG022,WF0003
WF0003WTG0023,F01.T1_L3.WTG023,WF0003
WF0003WTG0024,F01.T1_L1.WTG024,WF0003
WF0003WTG0025,F01.T1_L1.WTG025,WF0003
WF0003WTG0026,F01.T1_L3.WTG026,WF0003
WF0003WTG0027,F01.T1_L1.WTG027,WF0003
WF0003WTG0028,F01.T1_L1.WTG028,WF0003
WF0003WTG0029,F01.T1_L1.WTG029,WF0003
WF0003WTG0030,F01.T1_L1.WTG030,WF0003
WF0003WTG0031,F01.T1_L1.WTG031,WF0003
WF0003WTG0032,F01.T1_L1.WTG032,WF0003
WF0003WTG0033,F01.T1_L1.WTG033,WF0003
WF0003WTG0034,F01.T2_L3.WTG034,WF0003
WF0003WTG0035,F01.T2_L3.WTG035,WF0003
WF0003WTG0036,F01.T2_L3.WTG036,WF0003
WF0003WTG0037,F01.T2_L3.WTG037,WF0003
WF0003WTG0038,F01.T2_L3.WTG038,WF0003
WF0003WTG0039,F01.T2_L3.WTG039,WF0003
WF0003WTG0040,F01.T2_L3.WTG040,WF0003
WF0003WTG0041,F01.T2_L3.WTG041,WF0003
WF0003WTG0042,F01.T2_L2.WTG042,WF0003
WF0003WTG0043,F01.T2_L1.WTG043,WF0003
WF0003WTG0044,F01.T2_L2.WTG044,WF0003
WF0003WTG0045,F01.T2_L1.WTG045,WF0003
WF0003WTG0046,F01.T2_L2.WTG046,WF0003
WF0003WTG0047,F01.T2_L2.WTG047,WF0003
WF0003WTG0048,F01.T2_L2.WTG048,WF0003
WF0003WTG0049,F01.T2_L2.WTG049,WF0003
WF0003WTG0050,F01.T2_L1.WTG050,WF0003
WF0003WTG0051,F01.T2_L1.WTG051,WF0003
WF0003WTG0052,F01.T2_L1.WTG052,WF0003
WF0003WTG0053,F01.T2_L1.WTG053,WF0003
WF0003WTG0054,F01.T2_L1.WTG054,WF0003
WF0003WTG0055,F01.T2_L1.WTG055,WF0003
WF0003WTG0056,F01.T2_L1.WTG056,WF0003
WF0003WTG0057,F01.T2_L1.WTG057,WF0003
WF0003WTG0058,F01.T2_L1.WTG058,WF0003
WF0003WTG0059,F01.T2_L1.WTG059,WF0003
WF0003WTG0060,F01.T2_L1.WTG060,WF0003
WF0003WTG0061,F01.T2_L1.WTG061,WF0003
WF0003WTG0062,F01.T2_L1.WTG062,WF0003
WF0003WTG0063,F01.T2_L1.WTG063,WF0003
WF0003WTG0064,F01.T2_L2.WTG064,WF0003
WF0003WTG0065,F01.T2_L2.WTG065,WF0003
WF0003WTG0066,F01.T2_L1.WTG066,WF0003
WF0003WTG0067,F01.T3_L1.WTG067,WF0003
WF0003WTG0068,F01.T3_L1.WTG068,WF0003
WF0003WTG0069,F01.T3_L1.WTG069,WF0003
WF0003WTG0070,F01.T3_L3.WTG070,WF0003
WF0003WTG0071,F01.T3_L1.WTG071,WF0003
WF0003WTG0072,F01.T3_L1.WTG072,WF0003
WF0003WTG0073,F01.T3_L1.WTG073,WF0003
WF0003WTG0074,F01.T3_L2.WTG074,WF0003
WF0003WTG0075,F01.T3_L2.WTG075,WF0003
WF0003WTG0076,F01.T3_L2.WTG076,WF0003
WF0003WTG0077,F01.T3_L2.WTG077,WF0003
WF0003WTG0078,F01.T3_L2.WTG078,WF0003
WF0003WTG0079,F01.T3_L2.WTG079,WF0003
WF0003WTG0080,F01.T3_L2.WTG080,WF0003
WF0003WTG0081,F01.T3_L2.WTG081,WF0003
WF0003WTG0082,F01.T3_L2.WTG082,WF0003
WF0003WTG0083,F01.T3_L2.WTG083,WF0003
WF0003WTG0084,F01.T3_L3.WTG084,WF0003
WF0003WTG0085,F01.T3_L3.WTG085,WF0003
WF0003WTG0086,F01.T3_L3.WTG086,WF0003
WF0003WTG0087,F01.T3_L3.WTG087,WF0003
WF0003WTG0088,F01.T3_L3.WTG088,WF0003
WF0003WTG0089,F01.T3_L3.WTG089,WF0003
WF0003WTG0090,F01.T3_L3.WTG090,WF0003
WF0003WTG0091,F01.T3_L3.WTG091,WF0003
WF0003WTG0092,F01.T3_L3.WTG092,WF0003
WF0003WTG0093,F01.T3_L2.WTG093,WF0003
WF0003WTG0094,F01.T3_L2.WTG094,WF0003
WF0003WTG0095,F01.T3_L3.WTG095,WF0003
WF0003WTG0096,F01.T3_L2.WTG096,WF0003
WF0003WTG0097,F01.T3_L2.WTG097,WF0003
WF0003WTG0098,F01.T3_L3.WTG098,WF0003
